MutTable_Hydro_GeneName	pLI	mis_z
STK35	4.81E-01	2.30E+00
BZW2	1.05E-01	1.95E+00
CGGBP1	8.18E-01	1.57E+00
SUSD6	6.33E-01	5.21E-01
MTPN	8.18E-01	1.68E+00
FAM81A	1.92E-01	1.38E+00
PDE8A	1.15E-04	1.10E+00
WDR11	1.37E-08	1.80E+00
KCNC2	1.89E-01	2.98E+00
EIF3E	5.20E-02	3.13E+00
KLC4	1.19E-03	8.93E-01
RTL1	5.61E-03	2.69E+00
NFKBID	3.19E-01	2.03E+00
STK25	5.19E-02	2.23E+00
RANGAP1	2.55E-02	1.14E+00
SEMA4B	5.41E-04	9.56E-01
TIMP3	6.30E-01	1.83E+00
AVL9	2.63E-03	1.27E+00
ITGA3	3.55E-07	2.36E+00
SSR3	7.47E-01	7.70E-01
SSTR1	7.47E-01	1.20E+00
VPS29	7.47E-01	1.70E+00
GATM	5.14E-02	2.29E+00
WDR81	6.75E-08	2.11E+00
AGPAT4	1.02E-01	2.23E+00
PPM1L	4.73E-01	2.06E+00
FBXL7	3.15E-01	2.13E+00
SLC35F3	9.96E-02	1.71E+00
COL14A1	1.43E-14	1.54E+00
COL18A1	1.74E-10	-7.97E-01
TSPAN7	7.46E-01	1.91E+00
HVCN1	6.27E-01	1.34E+00
HYAL2	1.87E-01	1.40E+00
WIPF2	1.87E-01	1.63E-01
NIPSNAP1	1.00E-01	1.84E+00
ADCY8	1.78E-06	1.57E+00
RAB3GAP1	1.45E-07	1.18E+00
TAC1	7.46E-01	8.89E-01
KIAA1324L	2.04E-05	2.15E+00
CHP1	6.27E-01	2.26E+00
RAD23A	1.84E-01	1.59E+00
UBTD1	7.46E-01	4.82E-01
ITM2B	6.26E-01	1.04E+00
F2	1.11E-03	2.11E+00
METRNL	7.45E-01	1.11E+00
DCN	3.12E-01	8.01E-01
CLPB	4.99E-04	1.05E+00
FGG	4.96E-02	1.20E+00
MYLIP	1.84E-01	1.08E+00
SACS	1.09E-23	9.38E-01
RAB5A	6.25E-01	8.51E-01
ZC2HC1A	3.10E-01	4.09E-01
RTEL1	8.87E-10	-1.15E+00
CFAP70	5.87E-08	2.12E+00
RAP1A	6.22E-01	2.36E+00
PLEKHH1	4.68E-09	1.96E+00
UNC13C	2.17E-15	-1.43E-01
UBE2A	8.15E-01	2.46E+00
SLC16A10	3.09E-01	1.74E+00
ADAMTS19	5.96E-08	2.10E+00
SLC23A1	2.35E-02	1.99E+00
NUTM1	2.36E-03	4.12E-01
FGF12	6.23E-01	1.52E+00
MINDY3	1.12E-02	5.99E-01
SGCE	2.38E-02	1.05E+00
MAF	7.44E-01	1.18E+00
NES	1.62E-06	4.38E-01
KIF18B	2.31E-03	1.12E+00
OSBPL3	1.59E-06	1.18E+00
UAP1	2.34E-02	1.02E+00
MFSD2A	1.10E-02	2.04E+00
TOP3B	2.14E-04	2.23E+00
SRPX2	4.81E-02	2.26E-01
FGD6	2.40E-08	9.66E-01
PTGFRN	4.76E-04	1.67E+00
EHD2	3.08E-01	1.88E+00
STK26	3.08E-01	1.70E+00
VPS11	1.89E-05	2.30E+00
PAGR1	7.43E-01	6.32E-01
PAGR1	7.43E-01	6.32E-01
FKBP1A	8.15E-01	1.66E+00
PRKAR1B	1.79E-01	2.08E+00
AMER3	6.19E-01	-6.71E-01
LDLRAD4	6.20E-01	1.57E+00
VGLL1	8.14E-01	4.94E-01
CAMK2D	2.29E-03	3.11E+00
RBM12B	4.98E-03	8.59E-01
DIO2	6.20E-01	9.35E-01
FGF20	8.14E-01	-8.74E-01
KDM4C	6.52E-07	-4.90E-01
REPIN1	9.47E-02	2.43E+00
TLX1	7.42E-01	1.93E+00
TSSK6	7.41E-01	2.25E+00
ERLIN1	1.78E-01	1.79E+00
ACBD3	1.07E-02	1.82E+00
MDC1	2.27E-08	1.79E+00
SH3BP1	1.05E-02	1.58E+00
CPSF1	3.10E-10	2.80E+00
TCAF1	6.18E-01	1.21E+00
ARFGAP2	4.89E-03	6.97E-01
TWISTNB	6.17E-01	1.57E-01
OTP	7.40E-01	1.02E+00
PIN1	7.40E-01	1.35E+00
SHC3	4.65E-02	1.40E+00
GOLGA1	1.43E-06	1.28E+00
SLC7A14	2.21E-02	7.83E-01
B3GNT3	7.39E-01	1.52E+00
OXCT1	4.73E-03	2.57E+00
TRPC7	1.95E-04	2.31E+00
RALYL	4.59E-01	9.31E-01
ASPHD2	4.59E-01	1.90E+00
MUM1	2.15E-03	3.30E-01
NCK2	4.58E-01	2.45E+00
PLEKHM2	1.71E-05	2.00E+00
ZBTB11	3.20E-06	2.05E+00
SHROOM1	4.57E-02	9.23E-01
RNF112	2.18E-02	1.50E+00
WDR75	1.71E-05	1.21E+00
USP39	1.04E-02	1.70E+00
CPOX	1.72E-01	1.35E+00
ICAM5	2.14E-03	2.53E+00
NFIC	9.05E-02	2.06E+00
PIP5K1A	2.09E-03	2.58E+00
TP53INP2	8.12E-01	3.18E-01
DNAJA1	9.08E-02	2.23E+00
ODC1	1.70E-01	1.47E+00
ERC1	1.06E-07	1.45E+00
BARHL2	6.11E-01	-6.43E-02
KIFAP3	1.58E-05	1.91E+00
SSB	8.96E-02	1.49E+00
CYB561	6.11E-01	9.51E-01
SEPT3	8.94E-02	2.48E+00
EIF5A	7.37E-01	2.41E+00
BEND2	8.85E-02	7.13E-01
SLF2	2.89E-06	9.70E-01
A2M	4.52E-11	1.87E+00
IFT46	1.68E-01	6.73E-01
MORF4L2	8.11E-01	1.76E+00
NEUROG2	8.11E-01	4.27E-01
FH	8.82E-02	1.27E+00
TPST1	2.92E-01	1.36E+00
FAM222B	2.92E-01	4.18E-01
UBL3	7.35E-01	1.29E+00
NAA50	7.35E-01	1.78E+00
MLEC	6.07E-01	2.16E+00
CX3CL1	6.08E-01	8.43E-01
PHTF2	1.77E-04	2.29E+00
DLD	9.51E-03	1.10E+00
TIGAR	7.35E-01	1.39E+00
WLS	2.05E-02	6.03E-01
MVK	1.67E-01	9.41E-01
UBE3B	4.19E-08	1.36E+00
SSFA2	5.35E-07	-4.08E-01
GDAP1L1	4.45E-01	1.72E+00
KLHL32	9.35E-03	2.03E+00
LMAN1	4.26E-03	6.27E-02
SURF4	6.06E-01	2.11E+00
GMNC	4.47E-01	5.34E-01
CRNKL1	2.72E-06	8.80E-01
UQCRC1	2.00E-02	5.55E-01
PDK3	4.45E-01	2.32E+00
LRRTM4	8.58E-02	1.59E+00
CAP1	1.98E-02	1.27E+00
PHKA1	2.09E-07	1.88E+00
CNTNAP2	2.87E-09	-2.91E-01
LMBRD2	1.64E-04	2.27E+00
LSM11	6.04E-01	8.81E-01
CPNE5	3.78E-04	2.72E+00
FOXA3	7.33E-01	2.43E-01
EMC3	2.86E-01	1.93E+00
S1PR1	7.33E-01	2.61E+00
CENPC	7.38E-05	7.56E-01
CNOT6	1.95E-02	2.38E+00
DMAP1	4.11E-02	2.29E+00
TNFRSF11B	1.62E-01	8.41E-01
NUP50	2.83E-01	-7.28E-02
HOXD3	4.41E-01	1.09E+00
LAMTOR3	7.31E-01	4.44E-02
PPIL2	8.23E-04	1.64E+00
EIF4H	4.40E-01	2.51E+00
C12ORF66	4.42E-01	1.51E+00
ITGA11	8.66E-08	8.07E-01
DISP3	3.63E-08	1.52E+00
APOO	6.02E-01	-4.06E-02
SCAMP2	1.60E-01	1.30E+00
HDC	4.11E-03	1.04E+00
SEPT8	8.42E-02	1.57E+00
SHF	1.60E-01	8.66E-01
SYT4	4.39E-01	6.35E-02
MAB21L2	4.38E-01	2.96E+00
TXNIP	1.59E-01	-1.28E+00
RIN2	8.14E-04	7.24E-01
ZNF385A	2.80E-01	1.69E+00
NOL9	8.88E-03	1.55E+00
CCNB1	1.60E-01	1.69E-01
REEP2	4.39E-01	1.64E+00
SLC10A3	8.07E-01	1.22E+00
NAPG	8.12E-02	5.69E-01
LSM14A	3.99E-02	1.91E+00
IDH3A	1.57E-01	2.59E+00
AMIGO2	5.97E-01	9.77E-01
CXCR5	7.29E-01	2.15E+00
DND1	4.36E-01	2.22E+00
RNF169	3.95E-02	3.58E-01
IGDCC4	2.36E-06	1.73E+00
CHFR	7.87E-04	1.21E+00
CCSER1	7.89E-04	1.12E+00
SULT2B1	4.36E-01	1.11E+00
INTS7	1.26E-05	2.13E+00
STRIP1	1.25E-05	2.38E+00
ACSL3	3.48E-04	2.01E+00
BCL2L2-PABPN1	2.79E-01	2.23E+00
USP54	3.39E-11	2.14E+00
TRHDE	1.02E-06	2.79E+00
CCDC120	4.34E-01	7.45E-02
LRRC59	4.34E-01	1.15E+00
GBF1	4.75E-15	2.41E+00
H3F3B	8.07E-01	2.88E+00
ZKSCAN2	2.84E-05	2.49E-01
ADORA2A	5.97E-01	1.52E+00
GNL2	6.52E-05	2.76E-01
DOK6	1.55E-01	1.35E+00
WDR45B	1.56E-01	1.01E+00
RNF216	2.26E-06	-1.23E+00
ALOX12B	7.56E-04	1.40E+00
ANKRD33B	4.32E-01	2.09E+00
SNCAIP	3.28E-04	7.66E-01
ADCY7	9.48E-07	1.77E+00
PDLIM5	1.68E-03	6.79E-01
ZNF655	1.54E-01	6.61E-01
MCM4	1.46E-04	1.38E-01
CARMIL2	2.93E-11	1.57E+00
PDHB	1.52E-01	1.57E+00
NOP58	3.65E-03	1.55E+00
ARL4A	8.05E-01	4.61E-01
DBNL	1.79E-02	1.11E+00
ARHGEF4	7.36E-04	1.33E+00
C14ORF2	8.05E-01	5.92E-01
HNRNPDL	7.80E-02	7.01E-01
SSR1	2.71E-01	1.45E+00
SMAP2	1.78E-02	1.52E+00
ZNF184	3.68E-03	2.51E+00
KIF2C	2.58E-05	1.39E+00
SGPL1	3.63E-03	1.82E+00
WWC2	1.59E-07	3.42E-01
SEC11C	7.24E-01	2.00E+00
SLC39A14	1.50E-01	1.92E+00
RIPK1	7.94E-03	1.56E+00
USP2	6.91E-04	1.22E+00
SNRPC	7.23E-01	2.55E+00
SNRPG	8.04E-01	1.54E+00
CPSF4	2.68E-01	3.29E+00
OSBPL5	4.65E-06	6.65E-01
HDX	7.59E-02	1.29E-01
PCMTD1	2.67E-01	2.61E+00
POLG	2.08E-09	-7.42E-01
TMEM229A	5.90E-01	8.90E-01
TOM1L2	1.57E-03	6.78E-01
EPHA2	1.07E-05	1.56E+00
NDUFB11	8.04E-01	5.13E-01
FA2H	1.47E-01	4.56E-01
ELMO2	1.04E-05	3.27E+00
CREBL2	7.22E-01	1.50E+00
DPY19L1	1.32E-04	1.38E+00
NFKBIB	4.22E-01	9.70E-01
HSPE1	8.04E-01	1.45E+00
UBALD1	8.03E-01	1.32E+00
HIF1AN	7.39E-02	2.02E+00
PSMD7	2.64E-01	1.20E+00
CD40LG	7.21E-01	1.30E+00
POU6F2	1.52E-03	4.55E-01
LAMTOR1	7.21E-01	1.27E+00
NANOG	7.20E-01	4.00E-01
SEC61A2	7.37E-03	3.00E+00
PAX7	1.45E-01	8.04E-01
AK5	3.31E-03	2.15E+00
PEX3	1.63E-02	1.19E+00
FARSB	3.30E-03	1.16E+00
ROR2	1.24E-04	1.43E-01
DIO1	5.84E-01	4.79E-01
FBXO47	3.53E-02	4.67E-02
ABI3BP	1.01E-08	8.29E-01
TRPM7	5.21E-16	2.23E+00
TGFA	7.20E-01	7.58E-01
NCAPH2	2.88E-04	1.76E-01
PRKRA	4.17E-01	1.58E+00
SP7	5.83E-01	5.01E-01
SLC44A2	1.19E-04	9.77E-01
NUP93	1.75E-06	1.30E+00
AP1AR	1.42E-01	1.19E+00
TTC39A	6.31E-04	2.28E+00
CHRNB4	1.43E-01	1.20E+00
RPS15A	8.02E-01	2.24E+00
TWNK	3.23E-03	1.61E+00
SLC35A2	7.18E-01	2.50E+00
VAPB	5.81E-01	1.25E+00
NID2	4.11E-09	-2.50E-01
LPP	7.19E-03	-1.50E+00
YIPF3	1.41E-01	6.25E-01
NDUFS2	1.42E-03	1.47E+00
ZC3H8	2.57E-01	1.39E+00
SNRPD2	8.01E-01	2.23E+00
PCDH11X	1.58E-02	2.30E+00
PRRT2	5.79E-01	2.25E-01
ATP8B1	2.77E-10	2.49E+00
ESRRG	7.12E-02	2.56E+00
CD200	4.14E-01	6.56E-01
MBNL2	2.56E-01	2.79E+00
SUN1	9.19E-06	3.31E-01
BCAP29	2.56E-01	-3.17E-01
PIP4K2A	1.42E-01	1.36E+00
PTPN5	1.42E-03	1.12E+00
ANKRD40	2.54E-01	1.21E+00
E2F2	2.55E-01	9.97E-01
TUB	3.15E-03	4.70E-01
UBA6	3.73E-09	1.10E+00
ARAP2	8.77E-14	-8.20E-01
TNIP3	1.54E-02	5.49E-01
GFI1	2.55E-01	1.59E+00
TSR2	8.01E-01	9.89E-01
CFAP44	6.10E-15	1.37E+00
KCND1	2.55E-01	1.93E+00
RBM38	7.16E-01	1.03E+00
WDR19	4.63E-11	1.50E+00
PHF24	7.00E-02	7.21E-01
HNF4G	7.07E-02	5.97E-01
EFL1	5.12E-08	1.25E+00
UPRT	5.78E-01	1.45E+00
BHLHE22	8.00E-01	1.31E+00
F5	5.92E-15	4.62E-01
SLC5A7	1.53E-02	2.81E+00
MCM5	5.93E-04	1.16E+00
FERMT3	2.60E-04	1.51E+00
COL6A3	1.81E-20	-6.06E-01
CDK5	1.39E-01	3.07E+00
EML3	3.75E-06	2.30E+00
NYNRIN	1.48E-09	1.57E+00
PRTG	1.20E-07	3.93E-01
NELFE	6.90E-03	1.57E+00
HEPH	4.61E-05	-7.15E-01
DNAH2	1.30E-44	1.88E+00
SLC37A1	5.81E-04	1.30E+00
CHST11	4.06E-01	1.84E+00
PAK1	1.33E-03	4.00E+00
TKT	6.75E-03	1.66E+00
TMTC3	4.63E-05	1.62E+00
DCLK3	1.37E-01	7.99E-01
NXF2B	7.13E-01	1.38E+00
PKP1	5.83E-04	-3.20E-01
RPL32	8.00E-01	5.50E-01
TMEM198	4.07E-01	1.03E+00
GBX2	7.13E-01	1.40E+00
TFPI	2.48E-01	1.31E+00
TYK2	4.50E-08	1.59E+00
ZNF205	3.23E-02	4.94E-01
FAM199X	5.73E-01	2.50E+00
CCPG1	5.61E-04	9.90E-01
SLC5A5	2.95E-03	9.18E-01
TAPT1	3.21E-02	1.92E+00
CD74	2.49E-01	1.40E+00
CPNE2	1.30E-03	1.54E+00
MTCH2	3.19E-02	1.20E+00
SNRPD1	7.99E-01	2.29E+00
RBM8A	5.73E-01	2.16E+00
BMX	6.67E-03	9.91E-01
IGLON5	4.03E-01	1.80E+00
PLEKHG5	3.36E-06	1.49E+00
CLPP	5.71E-01	1.95E+00
MMGT1	7.98E-01	1.22E+00
MTMR9	1.26E-03	-2.33E+00
GPC2	3.15E-02	1.01E+00
ESYT2	7.79E-06	5.51E-01
PLEKHM3	1.00E-04	1.45E+00
CHSY3	2.84E-03	8.39E-01
MARCH4	1.33E-01	1.15E+00
HMGB3	7.98E-01	1.78E+00
GPATCH2L	2.82E-03	1.04E+00
CDH23	3.18E-06	7.07E-01
DEK	1.31E-01	4.04E-01
PSTPIP2	2.80E-03	1.14E+00
ABAT	6.32E-03	5.73E-01
OVOL2	7.09E-01	1.09E+00
TMEM47	7.97E-01	1.01E+00
CNPY3	3.98E-01	4.19E-01
CHN1	3.05E-02	1.27E+00
RPL34	7.09E-01	1.40E+00
MFF	6.54E-02	4.45E-01
NEURL1B	7.09E-01	2.72E+00
SYTL4	1.41E-02	8.12E-01
IL15	7.09E-01	7.47E-02
ARHGAP27	1.21E-03	1.65E+00
DSEL	7.29E-06	1.06E+00
PTPRN2	5.39E-07	5.73E-02
MAP6	3.95E-01	1.39E+00
PTPN3	6.71E-09	7.06E-01
POU2AF1	5.66E-01	9.49E-01
CHGA	3.04E-02	8.21E-01
CLCC1	6.20E-03	1.10E+00
HES1	7.07E-01	7.95E-01
MYRIP	7.22E-06	7.33E-01
ASCC3	1.15E-20	2.23E+00
KL	2.24E-04	9.56E-01
PABPN1	3.92E-01	1.81E+00
ZFP28	2.19E-04	1.11E+00
AMPH	1.70E-05	1.49E+00
SOX2	7.07E-01	2.12E+00
TRAPPC11	4.56E-10	9.32E-01
BTBD3	1.28E-01	2.64E+00
EIPR1	6.36E-02	1.55E+00
ITPR3	2.55E-22	4.55E+00
SPOCK3	1.36E-02	3.90E-01
MAPT	6.03E-03	1.52E+00
LMO3	7.07E-01	2.01E+00
PLK4	7.08E-06	8.00E-01
SLC24A1	9.22E-05	1.80E+00
BMP7	1.27E-01	1.78E+00
SEC63	2.08E-07	2.20E+00
NUP107	2.56E-09	1.89E+00
UBE2E1	7.05E-01	1.99E+00
SNX8	6.24E-02	2.82E-01
VGLL2	7.05E-01	1.17E-01
GFY	5.62E-01	1.61E+00
RABEP2	1.14E-03	4.32E-01
FBRSL1	5.89E-03	8.78E-01
GRK6	4.87E-04	2.81E+00
SNRPF	7.95E-01	1.88E+00
BICD1	1.57E-05	2.27E+00
SMYD5	1.31E-02	1.19E+00
ST6GAL1	2.34E-01	1.15E+00
DTX2	2.89E-02	9.31E-01
ANKRD13A	2.06E-04	1.47E+00
SRM	2.35E-01	2.55E+00
DEF8	2.59E-03	1.02E+00
CRYBB2	3.90E-01	1.07E+00
GPR101	7.04E-01	6.35E-01
KDM5B	7.91E-15	1.78E+00
PROS1	4.71E-04	5.85E-01
EIF2AK4	1.24E-15	2.67E+00
THSD4	4.81E-07	3.99E-01
WFDC2	7.94E-01	5.59E-02
NECTIN1	6.12E-02	1.28E+00
CEBPZ	6.53E-06	-1.64E+00
CACHD1	5.83E-09	1.71E+00
SH3BP4	2.53E-03	6.28E-01
SLC24A2	5.71E-03	-2.11E-01
HEG1	1.89E-07	4.74E-01
SASH3	3.85E-01	1.85E+00
ABCF3	1.51E-05	6.54E-01
C10ORF76	6.28E-06	2.01E+00
C16ORF62	2.23E-09	6.92E-01
PPOX	2.83E-02	9.75E-01
DNAH6	1.12E-36	3.55E+00
KCNMB2	5.54E-01	8.58E-01
MEX3B	5.55E-01	1.06E+00
IL34	5.54E-01	-7.69E-01
LIN28B	5.55E-01	1.28E+00
RCL1	5.94E-02	-1.05E+00
KCND2	1.25E-02	3.51E+00
SLC43A2	5.54E-03	1.80E+00
ZSWIM4	7.92E-05	2.29E+00
CD248	5.90E-02	1.21E+00
OPCML	2.28E-01	1.82E+00
KCNJ8	3.80E-01	3.45E+00
LZTFL1	5.91E-02	1.65E+00
MLH1	3.41E-05	-3.04E-01
C15ORF39	5.41E-03	1.12E+00
CECR6	6.99E-01	1.50E+00
MYH7	4.24E-16	3.93E+00
GLCCI1	5.90E-02	1.34E-01
RRP12	5.79E-11	7.72E-01
NCAPH	8.01E-05	1.09E+00
DYNC2H1	1.14E-44	9.09E-01
RER1	3.79E-01	2.13E+00
SMIM14	7.92E-01	9.67E-01
BOC	1.74E-07	1.19E+00
BOLL	5.83E-02	8.66E-01
OLA1	5.81E-02	1.75E+00
MADD	1.54E-14	1.10E+00
BRMS1L	5.78E-02	2.15E+00
TUBE1	2.69E-02	3.97E-01
FOXE1	7.92E-01	3.15E-01
TTC39C	4.36E-04	1.43E+00
NSRP1	1.21E-02	1.47E-01
RGS14	2.32E-03	5.45E-01
PEA15	7.92E-01	2.24E+00
ANHX	2.26E-01	1.17E+00
PIANP	3.78E-01	9.51E-01
TGFB1I1	2.70E-02	1.55E+00
SPOPL	1.19E-02	9.60E-01
CD244	5.73E-02	3.01E-01
SGK1	2.30E-03	1.25E+00
ZNF518B	2.29E-03	-1.92E+00
PCM1	3.71E-16	-6.16E+00
ICA1	9.91E-04	4.92E-01
RPRD1A	2.22E-01	1.94E+00
LRRC75A	6.96E-01	1.11E+00
COL6A2	6.51E-08	-1.15E+00
PISD	2.22E-01	6.78E-01
SGMS2	5.69E-02	1.10E+00
RTCB	5.21E-03	1.57E+00
ASB9	6.96E-01	9.85E-01
KDSR	1.17E-01	9.38E-01
HOXB5	6.96E-01	1.08E-01
B4GALNT4	2.25E-06	2.36E+00
C2ORF42	5.14E-03	1.06E+00
SNX17	2.20E-03	7.78E-01
NDRG4	1.16E-02	5.72E-01
OTULIN	2.20E-01	2.26E+00
PTGER3	3.72E-01	1.31E+00
SLC30A4	1.15E-01	1.05E+00
ZBTB22	2.19E-01	1.86E+00
NOP14	2.14E-06	-8.35E-01
NOTUM	2.16E-03	1.44E+00
HHEX	5.43E-01	1.36E+00
STK24	1.13E-02	1.99E+00
NDRG1	1.13E-02	6.51E-01
ABL2	3.64E-07	1.69E+00
CKB	2.19E-01	2.32E+00
TECTA	2.99E-16	1.61E+00
CTCFL	3.95E-04	7.33E-01
TRIM23	3.94E-04	2.50E+00
BUB1B	7.00E-10	8.93E-01
NFKBIL1	2.55E-02	2.29E+00
ZFY	6.94E-01	1.51E+00
CNOT8	2.17E-01	2.16E+00
FOXK2	2.55E-02	3.96E-01
IL18RAP	2.18E-03	6.99E-01
TFRC	6.99E-05	6.05E-01
ARMCX2	6.92E-01	1.51E+00
PIEZO1	3.94E-21	-3.43E+00
CHIC2	5.42E-01	1.47E+00
EEPD1	5.49E-02	1.33E+00
NECAB1	2.50E-02	1.14E+00
WNT9B	5.41E-01	8.03E-01
NUB1	3.90E-04	1.36E+00
RPAP3	6.99E-05	4.25E-01
D2HGDH	5.43E-02	7.18E-01
MBOAT7	1.13E-01	4.41E-01
NCAPD2	1.08E-12	7.09E-01
WRNIP1	2.46E-02	-1.09E+00
MCAM	1.60E-04	8.66E-01
CRHBP	2.15E-01	1.35E+00
NAPB	1.12E-01	1.60E+00
FASTK	4.72E-03	2.11E+00
GPS2	5.32E-02	1.16E+00
CDCA7	1.08E-02	1.59E+00
CDK2AP2	7.88E-01	1.43E+00
AGGF1	2.73E-05	1.66E-01
ISLR2	1.11E-01	2.24E+00
CIITA	1.36E-07	-9.30E-01
ATP13A2	8.96E-09	1.40E+00
BSDC1	2.41E-02	6.28E-01
YKT6	3.62E-01	9.86E-01
ELF1	1.07E-02	9.14E-01
SLC25A25	2.40E-02	1.65E+00
FAM102A	1.10E-01	1.33E+00
MINOS1	7.87E-01	-3.83E-02
SLC22A17	1.06E-02	1.42E+00
CDH12	3.64E-04	9.31E-01
DDR1	4.63E-06	2.22E+00
SEC24A	8.77E-09	4.06E-01
SEC24D	1.33E-07	1.43E+00
PTPRN	7.96E-07	1.60E+00
ULK3	2.03E-03	1.24E+00
KLHL28	2.37E-02	2.20E+00
TSEN34	3.61E-01	-9.65E-01
COL4A2	3.58E-15	2.19E+00
MCM2	2.63E-05	1.68E+00
PIWIL4	1.83E-06	1.49E+00
FHDC1	6.34E-05	1.10E-01
USF1	2.35E-02	2.14E+00
TMEM170B	7.87E-01	1.24E+00
PDE7A	4.56E-03	1.72E+00
NKX2-1	3.59E-01	1.81E+00
CABIN1	3.28E-17	1.92E+00
SH2D3C	3.51E-04	1.95E+00
SP140	5.00E-08	7.87E-01
DDX60	5.21E-16	1.25E+00
SIAH2	6.87E-01	2.43E+00
ENPP1	4.99E-08	1.62E+00
NDST3	1.07E-05	2.59E+00
FSTL3	6.87E-01	1.57E+00
RPS16	6.87E-01	1.62E+00
UNC13B	3.15E-17	1.45E+00
ACAP3	4.41E-06	1.67E+00
DNAJB5	2.06E-01	3.15E+00
SYN3	1.89E-03	1.04E+00
KCNC3	2.06E-01	3.04E+00
SEZ6	1.75E-06	1.96E+00
MTTP	1.04E-05	1.03E+00
TMX3	4.40E-03	1.19E+00
URB1	1.22E-17	2.09E+00
FLRT1	3.57E-01	1.55E+00
GALNT1	1.91E-03	2.52E+00
DDX43	2.46E-05	1.27E+00
RALGAPA2	3.03E-17	8.88E-01
PLA2G4A	5.98E-05	2.35E+00
DNAJC8	5.10E-02	1.56E+00
JUP	8.01E-04	1.32E+00
MLH3	4.90E-08	7.36E-01
ADCK5	4.37E-03	2.18E+00
MBTPS1	7.59E-09	-1.45E+00
ULK2	1.88E-08	1.62E+00
GTF3C3	6.97E-07	2.57E+00
GALNT16	1.39E-04	1.30E+00
TRMT5	4.98E-02	1.02E-01
C7ORF25	3.54E-01	1.23E+00
MYBPC3	8.01E-11	1.45E+00
TMEM9B	5.31E-01	1.17E+00
RAB4A	2.03E-01	1.28E+00
CDX2	5.29E-01	1.06E+00
NSFL1C	4.95E-02	1.46E+00
ARR3	1.04E-01	5.72E-01
CLP1	2.03E-01	2.25E+00
CPEB2	1.37E-04	6.77E-01
RBBP8NL	9.85E-03	4.26E-01
USP9Y	5.74E-05	-3.91E-01
VAPA	3.53E-01	9.53E-01
FNDC1	4.78E-12	2.34E-01
SLC19A3	1.04E-01	-3.65E-01
TBC1D10A	4.29E-03	1.25E+00
MFSD13A	4.95E-02	4.00E-01
ZNF330	4.91E-02	5.49E-01
EGR1	3.51E-01	1.90E+00
EXOC2	2.87E-09	1.70E+00
C14ORF166	2.02E-01	3.53E-01
CRY2	3.18E-04	2.06E+00
PEX5	5.56E-05	6.81E-01
DNAJA3	9.80E-03	-3.86E-01
HBP1	4.24E-03	1.64E+00
FIZ1	5.26E-01	3.50E+00
ZC3HAV1	2.32E-05	1.56E+00
ESAM	2.02E-01	-4.61E-01
SNX12	7.84E-01	2.16E+00
SOWAHA	6.82E-01	8.51E-01
ABLIM3	1.06E-07	6.96E-01
SETDB2	2.32E-05	1.75E+00
RPS24	6.81E-01	1.16E+00
HIKESHI	5.25E-01	9.33E-01
NAB1	2.19E-02	1.35E+00
TRA2A	9.52E-03	1.69E+00
ORMDL3	7.83E-01	1.32E+00
FOXM1	7.41E-04	7.06E-01
ADRB2	5.25E-01	1.35E+00
LETMD1	4.85E-02	5.43E-01
SH3BP5	4.83E-02	9.62E-01
TACC1	5.49E-05	3.88E-01
WBP2	3.49E-01	2.96E-01
COG2	9.37E-06	8.54E-01
PHLDB2	1.67E-08	3.76E-01
HSD17B6	3.48E-01	4.92E-01
TRIM25	4.12E-03	8.59E-01
COIL	9.43E-03	1.67E-01
B4GALT2	1.98E-01	1.88E+00
DCUN1D4	4.75E-02	6.85E-01
SMOC1	9.47E-03	7.43E-01
EIF3H	4.75E-02	6.38E-01
ONECUT1	5.23E-01	5.24E-01
FLAD1	9.36E-03	5.81E-01
SLC8A3	7.34E-04	4.17E-01
GPM6B	3.46E-01	1.99E+00
CBARP	3.47E-01	-2.81E-01
PGRMC2	6.80E-01	8.42E-01
GPR26	5.21E-01	2.61E+00
MED19	7.82E-01	7.71E-01
EDNRB	9.24E-03	1.18E+00
EXOC6	2.44E-07	1.79E+00
HACD3	9.30E-03	1.03E+00
LPAR3	6.79E-01	2.57E-01
VWF	3.22E-25	9.90E-01
TMEM245	3.63E-06	1.24E+00
BCL6B	4.69E-02	9.63E-01
FANCM	2.35E-15	-1.32E-01
METAP2	3.99E-03	2.94E+00
STXBP3	5.16E-05	1.76E+00
NUMB	4.00E-03	1.37E+00
LBX1	6.79E-01	1.11E+00
C1ORF94	9.32E-03	2.52E-01
CDH13	7.06E-04	-5.33E-01
SPSB1	5.20E-01	2.21E+00
FAM192A	1.95E-01	1.31E+00
ZFYVE21	3.43E-01	4.24E-01
HPCA	6.78E-01	2.20E+00
RIPK4	3.96E-03	1.89E+00
RBP4	5.20E-01	7.75E-01
CLSTN2	3.52E-06	6.80E-01
ADAM12	5.73E-07	1.27E+00
HLA-DRA	5.19E-01	1.17E+00
SORBS1	1.53E-12	1.50E+00
TNNC1	6.78E-01	1.77E+00
PDCD11	3.29E-16	1.12E+00
ITGA2	6.28E-11	8.54E-01
SP5	5.18E-01	-1.71E-02
IRF5	9.04E-03	1.92E+00
COL7A1	2.44E-40	1.59E+00
ASCL1	6.77E-01	1.58E+00
SIX6	5.18E-01	7.14E-01
PIK3CG	1.41E-06	1.97E+00
NGFR	9.79E-02	1.37E+00
LMO4	6.77E-01	2.10E+00
DPF3	2.05E-02	1.15E+00
